Player_Names,Player_valuation,Age,Height,Position,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Pedro Chirivella,4000000,24,1.78,Defensive Midfield,right,1.32602739726027,FC Nantes,Ligue 1,0.06,0.03,0.06,0.0,0.0,0.19,0.0,0.03,0.03,0.04,0.06,0.06,0.53,0.15,29.4,0.12,0.4,21.8,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.03,46.28,54.9,84.3,949.37,227.21,17.49,18.75,93.2,19.09,21.66,88.2,8.4,12.23,68.7,0.03,0.04,0.87,6.49,0.65,0.09,4.88,54.9,52.89,2.01,1.61,0.06,8.53,2.87,0.25,0.09,0.06,0.03,0.0,40.54,4.76,9.61,6.15,46.31,1.82,0.09,0.12,46.28,0.15,1.27,1.3,0.87,1.82,1.76,0.03,0.03,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.88,0.96,0.49,0.96,0.43,0.49,2.29,21.6,1.79,20.02,5.65,28.2,5.31,10.97,3.74,1.11,0.19,0.03,0.93,1.76,3.65,0.59,0.0,62.19,1.11,11.28,39.58,13.87,0.8,60.4,0.34,0.68,50.0,0.4,0.0,39.15,152.07,67.97,2.63,0.77,0.03,0.34,0.43,47.8,44.24,92.6,2.13,0.19,0.0,0.0,0.87,0.83,0.0,0.25,1.76,0.96,0.0,0.0,0.0,9.21,0.53,0.65,44.7
Pedro León,1000000,35,1.83,Right Winger,right,0.326027397260274,CF Fuenlabrada,La Liga,0.1,0.19,0.1,0.0,0.0,0.19,0.0,0.13,0.13,0.22,0.34,0.1,1.93,0.58,30.0,0.05,0.17,24.6,0.48,0.0,0.0,0.13,0.13,0.06,-0.03,-0.03,20.89,35.62,58.6,373.28,136.2,9.91,12.8,77.4,7.89,11.45,68.9,2.7,8.66,31.1,0.19,0.22,1.64,1.06,1.64,1.16,1.83,35.62,29.65,5.97,1.73,0.0,7.12,2.12,3.95,3.56,1.54,1.93,0.0,14.63,6.83,14.15,4.52,25.89,2.7,0.67,0.19,20.89,0.29,1.25,1.25,2.89,2.5,1.06,0.87,0.29,0.19,0.1,0.0,0.19,0.1,0.1,0.0,0.0,0.0,0.0,0.96,0.67,0.29,0.39,0.29,0.58,2.31,25.0,1.73,13.57,4.81,35.5,2.89,6.64,4.04,1.73,0.1,0.0,1.64,0.48,1.44,0.77,0.0,46.4,0.29,4.24,19.06,25.7,1.73,40.04,1.35,2.02,66.7,1.54,0.0,26.66,147.75,63.82,3.56,1.16,0.29,2.89,0.48,38.79,28.11,72.5,5.39,0.19,0.0,0.0,0.96,0.87,0.39,3.95,0.48,0.67,0.0,0.0,0.0,6.55,1.83,1.54,54.3
Pedro Mendes,5000000,31,1.86,Centre-Back,right,1.32602739726027,Montpellier HSC,Ligue 1,0.11,0.0,0.11,0.0,0.0,0.28,0.0,0.05,0.05,0.01,0.06,0.11,0.44,0.17,37.5,0.25,0.67,14.6,0.0,0.0,0.0,0.05,0.05,0.12,0.06,0.06,37.53,44.39,84.5,931.99,303.38,8.25,8.8,93.7,18.27,19.59,93.2,10.57,14.83,71.3,0.0,0.01,0.11,2.21,0.11,0.06,2.16,44.39,42.84,1.55,1.49,0.0,4.43,2.55,0.11,0.0,0.0,0.0,0.0,31.49,3.04,9.85,4.26,37.36,1.83,0.06,0.17,37.53,0.06,0.83,0.22,0.66,0.33,0.22,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.33,1.44,0.44,0.06,0.72,1.22,59.1,0.5,10.13,3.43,33.9,6.2,3.71,0.22,1.83,0.72,0.0,1.11,1.44,3.38,3.49,0.06,53.41,5.37,31.49,23.75,1.72,0.39,52.14,0.17,0.17,100.0,0.17,0.0,31.55,171.31,94.32,1.88,0.33,0.0,0.11,0.22,35.59,34.65,97.4,0.06,0.28,0.0,0.0,1.38,1.55,0.06,0.11,1.44,1.33,0.0,0.11,0.0,8.08,1.49,1.99,42.9
Pedro Mosquera,700000,33,1.84,Central Midfield,left,0.326027397260274,SD Huesca,La Liga,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.01,0.03,0.04,0.0,0.35,0.04,12.5,0.0,0.0,30.5,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01,45.7,53.21,85.9,927.0,235.19,17.78,19.67,90.4,19.76,21.91,90.2,7.64,10.45,73.1,0.0,0.03,0.61,4.17,0.44,0.04,4.0,53.21,49.43,3.78,3.78,0.0,9.79,2.5,0.09,0.0,0.0,0.0,0.0,36.92,4.61,11.68,44.12,5.4,2.72,0.0,0.04,45.7,0.13,0.57,0.92,0.4,1.01,0.88,0.04,0.0,0.04,0.04,0.0,0.13,0.09,0.0,0.0,0.04,0.0,0.0,1.84,1.05,0.75,1.1,0.0,0.66,1.93,34.1,1.27,16.9,4.79,28.3,6.67,9.22,1.01,1.8,0.26,0.0,1.54,0.66,2.5,1.93,0.04,61.02,2.85,18.92,41.18,5.14,0.26,57.56,0.4,0.57,69.2,0.4,0.0,38.9,193.79,102.12,3.29,0.57,0.09,0.26,0.7,41.44,39.73,95.9,0.48,0.04,0.0,0.0,1.67,1.01,0.0,0.09,0.66,1.05,0.0,0.0,0.0,11.02,1.23,1.89,39.4
Pedro Neto,35000000,21,1.72,Left Winger,left,3.32876712328767,Wolverhampton Wanderers,Premier League,0.18,0.21,0.18,0.0,0.0,0.14,0.0,0.17,0.17,0.22,0.39,0.18,2.15,0.74,34.4,0.08,0.24,18.8,0.0,0.0,0.0,0.17,0.17,0.08,0.01,0.01,33.71,42.78,78.8,547.09,116.54,18.07,19.76,91.4,11.19,13.76,81.3,3.25,6.53,49.7,0.21,0.22,2.12,1.2,1.38,0.85,1.87,42.78,37.55,5.22,1.38,0.14,6.71,2.01,4.48,2.75,1.06,0.56,0.14,29.15,5.79,7.84,33.92,6.74,0.92,0.11,0.56,33.71,0.0,0.85,0.42,1.48,3.92,2.08,0.85,0.46,0.21,0.28,0.04,0.32,0.14,0.07,0.04,0.07,0.0,0.0,0.74,0.64,0.25,0.21,0.28,0.18,1.06,16.7,0.88,11.75,3.35,28.5,2.93,5.15,3.67,0.88,0.07,0.0,0.81,1.02,1.76,0.39,0.0,55.13,0.56,5.29,25.34,30.21,3.92,50.4,2.61,4.31,60.7,2.79,0.25,41.26,292.13,178.59,9.64,3.18,1.91,2.54,2.08,54.0,41.19,76.3,6.53,0.14,0.0,0.0,1.09,1.87,0.14,4.48,1.02,0.64,0.0,0.0,0.0,5.33,0.71,1.38,33.9
Pedro Rebocho,1500000,27,1.71,Left-Back,left,1.32602739726027,Lech Poznan,Ligue 1,0.0,0.22,0.0,0.0,0.0,0.11,0.0,0.02,0.02,0.16,0.18,0.0,0.44,0.14,31.3,0.0,0.0,24.1,0.11,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,42.22,58.19,72.6,800.58,400.61,17.22,19.81,87.0,19.72,25.03,78.8,4.89,11.47,42.6,0.22,0.16,1.47,3.39,1.06,0.69,4.28,58.19,42.86,15.33,2.25,0.03,8.58,2.14,3.47,2.25,0.58,0.39,0.11,29.0,10.22,18.97,37.14,7.03,2.28,10.83,0.25,42.22,0.14,1.17,1.08,2.33,2.06,1.17,0.81,0.08,0.0,0.0,0.0,0.22,0.08,0.14,0.0,0.0,0.0,0.0,1.75,0.97,0.83,0.75,0.17,0.75,1.58,47.4,0.83,13.92,4.61,33.1,7.44,5.14,1.33,2.42,0.33,0.06,2.08,0.78,2.53,2.28,0.0,67.33,3.17,20.14,30.81,20.72,0.72,52.33,0.81,1.14,70.7,0.89,0.03,37.75,213.67,119.97,4.72,1.83,0.19,0.56,0.78,35.83,33.14,92.5,1.64,0.11,0.0,0.0,0.58,1.08,0.06,3.47,0.78,0.97,0.0,0.03,0.0,10.83,0.97,0.92,51.5
Pedrosa,8000000,23,1.72,Left-Back,left,1.32602739726027,RCD Espanyol Barcelona,La Liga,0.04,0.04,0.04,0.0,0.0,0.25,0.0,0.05,0.05,0.07,0.11,0.04,0.91,0.25,27.3,0.05,0.17,22.7,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,32.06,42.73,75.0,557.84,210.87,14.63,16.57,88.3,14.05,17.68,79.5,2.55,6.02,42.5,0.04,0.07,0.74,1.81,0.62,0.37,1.81,42.73,34.49,8.24,1.03,0.04,5.73,0.87,2.6,0.12,0.04,0.04,0.0,23.53,10.05,9.15,29.46,4.16,1.57,7.09,0.08,32.06,0.04,0.95,1.4,1.69,1.4,0.99,0.04,0.12,0.04,0.16,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.9,1.07,1.2,0.58,0.12,0.66,1.44,45.7,0.78,10.71,2.93,27.3,5.44,3.21,2.06,1.57,0.33,0.0,1.24,1.9,3.79,2.93,0.0,56.21,4.7,19.57,24.44,16.65,1.94,48.38,1.61,2.72,59.1,1.77,0.21,34.2,203.65,124.86,4.95,1.73,0.62,1.9,1.28,35.44,31.48,88.8,2.47,0.25,0.0,0.0,0.62,1.57,0.0,2.6,1.9,1.07,0.0,0.0,0.0,7.34,0.62,1.11,35.7
Pelé,1500000,30,1.82,Defensive Midfield,right,1.32602739726027,AS Monaco,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.02,0.02,0.02,0.06,0.0,0.58,0.19,33.3,0.0,0.0,20.7,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,32.81,39.34,83.4,630.19,203.99,11.71,14.58,80.3,16.31,18.42,88.5,4.03,5.18,77.8,0.0,0.02,0.58,3.45,0.58,0.0,3.26,39.34,38.38,0.96,0.58,0.0,5.57,1.15,0.19,0.0,0.0,0.0,0.0,31.47,2.49,5.37,2.3,33.39,1.92,0.38,0.19,32.81,0.19,0.96,0.58,0.77,1.92,1.73,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,1.73,0.77,0.58,1.15,0.0,0.19,1.34,14.3,1.15,23.22,3.84,16.5,7.48,13.62,2.11,1.54,0.38,0.19,1.15,0.77,2.49,1.73,0.0,49.89,2.88,12.28,32.43,9.98,0.77,49.13,2.3,2.88,80.0,2.3,0.0,36.84,182.88,92.11,3.65,0.96,0.0,1.34,0.77,35.5,31.09,87.6,1.73,0.19,0.0,0.0,1.15,1.54,0.0,0.19,0.77,0.77,0.19,0.0,0.0,11.13,1.15,0.96,54.5
Pere Milla,1800000,29,1.8,Left Winger,left,0.326027397260274,Elche CF,La Liga,0.52,0.21,0.52,0.0,0.0,0.31,0.0,0.34,0.34,0.11,0.45,0.52,1.66,0.88,53.1,0.31,0.59,11.4,0.0,0.0,0.0,0.34,0.34,0.21,0.18,0.18,18.94,26.47,71.6,297.4,66.54,10.12,13.03,77.7,6.85,8.82,77.6,1.35,2.65,51.0,0.21,0.11,0.42,1.09,0.36,0.0,1.35,26.47,25.33,1.14,0.0,0.1,7.27,0.36,0.36,0.05,0.05,0.0,0.0,17.7,4.36,4.41,17.02,5.29,1.45,0.36,0.78,18.94,0.16,0.78,0.93,1.4,1.4,0.83,0.0,0.1,0.16,0.21,0.1,0.42,0.26,0.0,0.1,0.05,0.0,0.0,1.45,0.78,0.78,0.52,0.16,0.62,2.23,27.9,1.61,20.55,4.98,24.2,4.2,11.11,5.24,0.88,0.05,0.0,0.83,1.19,2.65,0.88,0.0,39.45,1.71,7.58,21.49,12.92,2.85,38.3,0.99,1.71,57.6,1.04,0.21,26.31,119.74,57.2,2.08,0.67,0.26,2.28,1.87,42.09,26.78,63.6,4.67,0.31,0.0,0.0,1.4,3.22,0.47,0.36,1.19,0.78,0.0,0.05,0.0,6.28,1.82,3.17,36.5
Pere Pons,2500000,29,1.77,Defensive Midfield,right,0.326027397260274,Deportivo Alavés,La Liga,0.17,0.0,0.17,0.0,0.0,0.06,0.0,0.14,0.14,0.08,0.22,0.17,1.17,0.44,38.1,0.14,0.38,16.0,0.0,0.0,0.0,0.14,0.14,0.12,0.03,0.03,18.82,25.6,73.5,302.42,72.51,10.77,12.88,83.6,5.66,7.94,71.3,1.72,3.28,52.5,0.0,0.08,0.89,1.33,0.44,0.11,1.5,25.6,24.6,1.0,0.33,0.0,5.11,0.61,0.33,0.06,0.06,0.0,0.0,18.04,3.16,4.39,4.22,18.77,1.39,0.06,0.22,18.82,0.22,0.5,1.22,0.94,1.94,1.33,0.0,0.0,0.06,0.33,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.22,0.67,0.78,0.22,0.28,1.0,27.8,0.72,21.71,6.05,27.9,5.11,11.1,5.5,1.44,0.17,0.0,1.28,0.78,2.44,0.56,0.06,35.2,1.11,6.61,20.21,10.83,2.11,34.2,0.83,1.33,62.5,0.89,0.17,20.49,104.77,60.91,2.44,0.67,0.33,1.83,1.11,29.7,21.26,71.6,3.33,0.06,0.0,0.0,2.0,1.78,0.0,0.33,0.78,1.22,0.0,0.0,0.0,7.72,1.17,2.22,34.4
Përparim Hetemaj,600000,35,1.79,Central Midfield,right,0.326027397260274,Reggina 1914,Serie B,0.0,0.11,0.0,0.0,0.0,0.21,0.0,0.04,0.04,0.06,0.11,0.0,0.53,0.11,20.0,0.0,0.0,13.7,0.0,0.0,0.0,0.04,0.04,0.08,-0.04,-0.04,29.05,37.71,77.0,504.3,174.19,13.52,15.95,84.8,12.04,13.84,87.0,2.85,5.7,50.0,0.11,0.06,0.63,2.54,1.16,0.53,4.12,37.71,36.55,1.16,0.63,0.21,6.44,0.53,1.58,0.0,0.0,0.0,0.0,27.25,4.33,6.13,5.7,28.84,1.8,0.53,0.53,29.05,0.0,0.85,1.48,1.48,1.58,1.58,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.64,1.48,1.58,0.74,0.32,1.48,3.27,45.2,1.8,24.82,6.55,26.4,10.77,10.56,3.49,2.22,0.32,0.0,1.9,1.9,4.54,0.74,0.0,47.96,0.95,12.15,27.78,12.89,0.85,47.11,0.85,1.06,80.0,0.95,0.32,31.58,193.84,82.71,4.23,1.48,0.0,0.74,0.74,33.8,29.26,86.6,2.54,0.21,0.0,0.0,2.01,3.27,0.0,1.58,1.9,1.48,0.0,0.0,0.0,8.98,0.42,1.27,25.0
Peru Nolaskoain,2000000,23,1.86,Defensive Midfield,right,0.326027397260274,SD Amorebieta,La Liga,0.39,0.0,0.39,0.0,0.0,0.39,0.19,0.06,0.06,0.02,0.08,0.39,0.78,0.58,75.0,0.5,0.67,13.9,0.0,0.0,0.0,0.06,0.06,0.07,0.33,0.33,45.97,52.76,87.1,979.72,361.16,13.58,15.52,87.5,23.28,26.38,88.2,8.92,10.28,86.8,0.0,0.02,0.19,4.07,0.58,0.0,4.27,52.76,51.59,1.16,1.16,0.0,4.07,0.97,0.0,0.0,0.0,0.0,0.0,41.9,4.85,6.01,6.21,40.93,4.85,0.0,0.0,45.97,0.0,0.97,0.58,0.78,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.75,1.55,0.39,0.0,0.97,2.33,41.7,1.36,6.59,2.52,38.2,4.27,1.94,0.39,2.91,1.75,0.19,1.16,2.33,4.27,2.91,0.0,63.04,7.95,32.59,31.42,2.52,1.16,61.88,0.19,0.39,50.0,0.19,0.0,39.57,163.71,106.1,3.88,0.78,0.0,0.39,0.0,40.15,39.96,99.5,1.16,0.39,0.19,0.0,0.78,0.39,0.0,0.0,2.33,1.75,0.0,0.0,0.0,10.28,1.36,1.16,53.8
Pervis Estupiñán,15000000,24,1.75,Left-Back,left,5.32876712328767,Villarreal CF,La Liga,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.03,0.03,0.09,0.13,0.0,0.74,0.25,33.3,0.0,0.0,19.8,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,46.37,58.38,79.4,806.47,282.45,21.76,24.66,88.3,19.95,24.22,82.4,4.17,6.91,60.3,0.05,0.09,0.74,1.91,1.67,0.78,4.17,58.38,48.82,9.56,0.78,0.0,8.68,1.03,3.19,0.05,0.0,0.0,0.0,37.16,11.86,9.36,40.69,5.64,2.16,8.73,0.15,46.37,0.15,0.49,2.01,2.6,1.47,1.18,0.1,0.05,0.1,0.05,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.6,1.32,1.57,0.74,0.29,0.98,1.52,64.5,0.54,14.02,4.9,35.0,6.72,4.8,2.5,1.81,0.25,0.0,1.57,2.7,5.29,2.11,0.1,70.59,3.53,19.9,32.4,22.35,2.11,61.08,0.98,1.52,64.5,1.03,0.1,41.81,201.27,106.03,5.05,2.01,0.44,1.27,1.23,46.32,40.83,88.1,3.48,0.2,0.0,0.0,1.91,0.64,0.64,3.19,2.7,1.32,0.0,0.1,0.0,9.51,1.76,1.32,57.1
Petar Musa,2000000,24,1.9,Centre-Forward,right,0.326027397260274,Boavista FC,Primeira Liga,0.15,0.44,0.15,0.0,0.0,0.15,0.0,0.31,0.31,0.12,0.42,0.15,2.04,0.58,28.6,0.07,0.25,13.4,0.0,0.0,0.0,0.31,0.31,0.15,-0.16,-0.16,15.73,26.94,58.4,205.34,42.96,10.05,16.17,62.2,4.22,7.57,55.8,0.44,1.31,33.3,0.44,0.12,1.17,0.44,0.44,0.0,1.6,26.94,26.36,0.58,0.0,0.29,10.19,0.44,0.58,0.0,0.0,0.0,0.0,12.38,6.7,7.86,3.79,14.56,2.77,0.0,1.31,15.73,0.58,0.73,2.18,0.73,2.04,1.75,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.75,1.31,0.0,0.87,0.87,0.29,1.02,28.6,0.73,25.63,5.68,22.2,1.02,14.13,10.49,0.87,0.0,0.0,0.87,0.58,2.33,0.87,0.0,40.34,0.58,2.33,20.97,18.79,5.24,39.76,0.15,0.73,20.0,0.15,0.0,18.93,78.35,26.07,1.46,0.58,0.29,3.79,1.31,51.55,28.4,55.1,6.84,0.15,0.0,0.0,3.2,1.75,0.73,0.58,0.58,1.31,0.0,0.0,0.0,6.26,5.68,5.39,51.3
Petar Škuletic,500000,31,1.93,Centre-Forward,left,,FK TSC Backa Topola,Ligue 1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.49,0.49,0.12,0.61,0.15,4.78,1.79,37.5,0.03,0.08,14.6,0.0,0.0,0.0,0.49,0.49,0.1,-0.34,-0.34,17.31,25.07,69.0,261.64,50.3,9.4,13.13,71.6,5.37,7.76,69.2,1.34,2.24,60.0,0.15,0.12,0.9,1.04,0.3,0.0,1.34,25.07,23.58,1.49,0.0,0.0,6.12,0.3,0.45,0.0,0.0,0.0,0.0,11.64,8.36,5.07,12.54,4.48,3.58,0.15,1.49,17.31,0.15,0.45,0.0,1.19,2.54,1.49,0.0,0.3,0.45,0.3,0.0,0.45,0.0,0.0,0.15,0.15,0.15,0.0,1.34,0.75,0.6,0.45,0.3,0.15,2.24,6.7,2.09,28.21,4.78,16.9,2.39,19.4,6.42,1.19,0.45,0.0,0.75,0.15,1.49,1.79,0.15,40.75,1.79,5.67,17.76,19.7,7.46,39.4,1.49,2.09,71.4,1.64,0.0,22.54,61.49,25.52,1.79,0.45,0.15,2.84,1.64,48.81,28.36,58.1,11.04,0.0,0.0,0.0,2.24,1.04,0.6,0.45,0.15,0.75,0.15,0.0,0.0,5.97,4.33,2.99,59.2
Petar Stojanovic,2500000,26,1.78,Right-Back,right,0.326027397260274,FC Empoli,Serie A,0.04,0.04,0.04,0.0,0.0,0.3,0.0,0.02,0.02,0.11,0.13,0.04,0.35,0.13,37.5,0.13,0.33,18.6,0.0,0.0,0.0,0.02,0.02,0.06,0.02,0.02,46.22,58.9,78.5,843.58,355.22,20.94,23.37,89.6,20.28,24.58,82.5,4.82,8.77,55.0,0.04,0.11,1.13,2.87,2.04,0.61,5.08,58.9,46.74,12.16,1.61,0.09,7.04,1.17,2.0,0.22,0.04,0.0,0.0,34.92,14.12,9.86,4.65,41.53,1.95,10.34,0.0,46.22,0.13,1.26,1.78,2.26,2.3,1.82,0.22,0.13,0.04,0.09,0.0,0.13,0.09,0.0,0.04,0.0,0.0,0.0,3.65,2.48,2.17,1.04,0.43,1.82,4.17,43.8,2.35,16.59,5.91,35.6,7.21,6.86,2.52,2.08,0.48,0.04,1.61,2.04,5.69,1.74,0.0,70.84,3.95,20.46,33.97,21.72,1.3,59.2,1.82,3.13,58.3,1.87,0.13,43.7,244.2,145.03,6.39,2.39,0.39,1.0,1.87,42.78,40.09,93.7,1.13,0.3,0.0,0.0,1.69,1.0,0.09,2.0,2.04,2.48,0.0,0.0,0.0,8.64,0.52,0.74,41.4
Peter Ankersen,1000000,31,1.8,Right-Back,right,2.32876712328767,FC Copenhagen,Serie A,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.07,0.07,0.06,0.14,0.0,1.19,0.34,28.6,0.0,0.0,21.2,0.0,0.0,0.0,0.07,0.07,0.06,-0.07,-0.07,42.42,51.39,82.5,687.91,253.49,22.44,24.72,90.8,16.93,20.15,84.0,2.46,4.74,51.8,0.08,0.06,0.68,1.52,1.02,0.51,3.05,51.39,45.04,6.35,0.59,0.0,8.38,0.34,1.44,0.0,0.0,0.0,0.0,34.54,8.13,8.72,5.93,37.59,1.44,5.76,0.17,42.42,0.08,0.85,1.02,1.61,1.78,1.44,0.0,0.25,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.85,0.42,0.42,0.34,0.08,0.17,1.27,13.3,1.1,12.78,2.88,22.5,5.42,3.89,3.47,2.46,0.42,0.0,2.03,0.76,1.61,1.86,0.17,61.47,2.79,18.97,25.65,20.4,2.12,55.29,1.02,1.52,66.7,1.02,0.0,42.33,164.42,96.1,3.98,1.19,0.34,0.85,0.93,46.48,42.25,90.9,2.96,0.17,0.0,0.0,0.76,0.85,0.08,1.44,0.76,0.42,0.0,0.0,0.0,6.18,0.76,0.34,69.2
Peter Pekarík,800000,35,1.77,Right-Back,right,0.326027397260274,Hertha BSC,Bundesliga,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.06,0.02,0.07,0.05,0.42,0.21,50.0,0.13,0.25,16.3,0.0,0.0,0.0,0.06,0.06,0.13,-0.01,-0.01,39.5,48.16,82.0,695.11,269.9,18.26,19.98,91.4,16.96,19.36,87.6,3.81,6.94,54.9,0.0,0.02,0.42,2.4,0.42,0.21,2.92,48.16,38.66,9.5,0.89,0.0,5.95,0.63,1.46,0.0,0.0,0.0,0.0,27.13,11.27,9.76,1.57,34.43,2.66,8.61,0.26,39.5,0.42,0.94,1.04,1.57,0.89,0.78,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.78,1.57,0.52,0.05,1.15,1.88,61.1,0.73,10.17,2.77,27.2,5.84,3.76,0.57,2.14,0.57,0.0,1.57,1.57,3.7,2.14,0.0,58.17,4.28,24.52,24.89,12.42,0.83,48.99,0.21,0.52,40.0,0.21,0.0,29.84,183.97,91.3,3.81,1.36,0.05,0.78,0.47,34.64,31.72,91.6,0.99,0.0,0.0,0.0,0.89,0.78,0.05,1.46,1.57,0.78,0.0,0.0,0.0,7.51,1.2,0.89,57.5
Phil Bardsley,300000,36,1.8,Right-Back,right,0.326027397260274,Burnley FC,Premier League,0.0,0.05,0.0,0.0,0.0,0.29,0.0,0.01,0.01,0.03,0.04,0.0,0.57,0.24,41.7,0.0,0.0,25.7,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,28.52,42.71,66.8,542.43,257.19,12.62,14.1,89.5,11.29,15.9,71.0,4.0,10.67,37.5,0.05,0.03,0.33,3.19,0.71,0.1,3.0,42.71,31.52,11.19,0.76,0.1,4.48,1.1,0.95,0.0,0.0,0.0,0.0,15.95,8.67,18.1,3.38,25.19,2.86,10.43,0.05,28.52,0.29,1.43,0.29,1.38,0.95,0.52,0.14,0.0,0.1,0.0,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.05,2.62,1.57,1.0,1.19,0.43,0.86,1.57,54.5,0.71,11.14,3.1,27.8,4.81,5.29,1.05,2.05,0.57,0.05,1.48,0.71,3.33,4.19,0.0,53.81,4.52,16.33,28.19,11.43,0.52,42.76,0.24,0.38,62.5,0.24,0.0,21.9,108.48,54.52,2.29,0.95,0.14,0.29,0.33,24.76,23.24,93.8,0.81,0.29,0.0,0.0,2.0,0.71,0.0,0.95,0.71,1.57,0.0,0.0,0.0,9.38,1.57,1.24,55.9
